case,method,denominator,parameter,n,mean,mean_MCSE,truth,bias,bias_MCSE,RMSE,RMSE_MCSE,MSE,MSE_MCSE
skin_dynamic,initial,certified_initial,nu0,100,0.3726839587056179,0.0017531388339113562,0.95,-0.5773160412943821,0.0017531388339113556,0.5775795076153087,0.0017449438144299368,0.3335980876171425,0.002015687578309643
skin_dynamic,initial,certified_initial,nu1,100,0.2953215449307242,0.002488431129566466,1.85,-1.5546784550692754,0.0024884311295664653,1.5548756012349552,0.0024820738971924913,2.417638135315763,0.007718632286413526
skin_dynamic,initial,certified_initial,theta,100,0.03459086022040095,0.001479878621705045,0.3,-0.26540913977959907,0.001479878621705045,0.26581727842882924,0.0014728204390240212,0.07065882551130973,0.0007830022414314375
skin_dynamic,initial,certified_initial,cumulative_relative_0,100,1.138240448831008,0.0057780368354879335,1.0,0.13824044883100803,0.0057780368354879335,0.14971842555461182,0.00599032352979925,0.02241560695055184,0.001793723614888577
skin_dynamic,initial,certified_initial,baseline_relative_ISE_0,100,0.029155317570805032,0.0018688866975392828,,,,,,,
skin_dynamic,initial,certified_initial,cumulative_relative_1,100,1.2582970623292988,0.008247933311133864,1.0,0.2582970623292989,0.008247933311133866,0.2710206346286791,0.00800251271416791,0.07345218439453198,0.00433769214883572
skin_dynamic,initial,certified_initial,baseline_relative_ISE_1,100,0.08574668833182349,0.00451136555104406,,,,,,,
skin_dynamic,initial,certified_initial,prediction_mse,100,0.8860385070462542,0.0028714949715512644,,,,,,,
skin_dynamic,initial,certified_initial,negative_prediction_fraction,100,0.0,0.0,,,,,,,
skin_dynamic,projected_initial,certified_initial,treatment_0,100,0.13730145812311398,0.006094826378338165,0.125,0.01230145812311396,0.006094826378338164,0.06187786212840025,0.004261631177634113,0.00382886982158131,0.0005274012529034713
skin_dynamic,projected_initial,certified_initial,age10_0,100,-0.05286897266118136,0.0030568905374851246,-0.05,-0.0028689726611813653,0.003056890537485124,0.030550685756444963,0.002559428406376894,0.0009333444001890491,0.0001563845859186784
skin_dynamic,projected_initial,certified_initial,measured_z_0,100,0.2585172549298647,0.0049167992904143275,0.25,0.008517254929864729,0.0049167992904143275,0.04965742887524454,0.0030166878257061576,0.00246586024249997,0.00029960192228763925
skin_dynamic,projected_initial,certified_initial,treatment_1,100,0.26088066313880054,0.009087743102913454,0.246,0.014880663138800564,0.009087743102913454,0.0916381718019353,0.005477424904706206,0.00839755453120101,0.0010038824088993328
skin_dynamic,projected_initial,certified_initial,age10_1,100,0.14693918047120114,0.004959546372561115,0.156,-0.009060819528798884,0.004959546372561115,0.05017181850870358,0.004343110390354427,0.002517211372470291,0.0004358034925362541
skin_dynamic,projected_initial,certified_initial,measured_z_1,100,-0.19821631123365754,0.008114781631495867,-0.2,0.0017836887663424338,0.008114781631495867,0.08076075753343694,0.005086779280678878,0.00652229995737459,0.0008216242962260352
skin_dynamic,projected_initial,certified_initial,sigma0,100,0.0007706449053393492,0.00014904475708106974,0.002,-0.0012293550946606512,0.00014904475708106974,0.0019262745314441168,8.127595005074818e-05,3.710533570490251e-06,3.1311958520336077e-07
skin_dynamic,projected_initial,certified_initial,sigma1,100,0.0008688909848920741,0.00015775602039501928,0.003,-0.002131109015107926,0.00015775602039501928,0.0026467782055530787,7.481258778547001e-05,7.0054348693907745e-06,3.96024653703217e-07
skin_dynamic,projected_initial,certified_initial,nu0,100,0.3726839587056179,0.0017531388339113551,0.95,-0.5773160412943821,0.0017531388339113556,0.5775795076153087,0.0017449438144299372,0.33359808761714244,0.0020156875783096436
skin_dynamic,projected_initial,certified_initial,nu1,100,0.2953215449307242,0.0024884311295664658,1.85,-1.5546784550692754,0.0024884311295664666,1.554875601234955,0.002482073897192492,2.4176381353157628,0.007718632286413528
skin_dynamic,projected_initial,certified_initial,theta,100,0.03459086022040094,0.0014798786217050447,0.3,-0.26540913977959907,0.0014798786217050447,0.26581727842882924,0.0014728204390240208,0.07065882551130973,0.0007830022414314373
skin_dynamic,projected_initial,certified_initial,cumulative_relative_0,100,1.138240448831008,0.0057780368354879335,1.0,0.13824044883100803,0.0057780368354879335,0.14971842555461182,0.00599032352979925,0.02241560695055184,0.001793723614888577
skin_dynamic,projected_initial,certified_initial,baseline_relative_ISE_0,100,0.029155317570805032,0.0018688866975392828,,,,,,,
skin_dynamic,projected_initial,certified_initial,cumulative_relative_1,100,1.2582970623292988,0.008247933311133864,1.0,0.2582970623292989,0.008247933311133866,0.2710206346286791,0.00800251271416791,0.07345218439453198,0.00433769214883572
skin_dynamic,projected_initial,certified_initial,baseline_relative_ISE_1,100,0.08574668833182349,0.00451136555104406,,,,,,,
skin_dynamic,projected_initial,certified_initial,prediction_mse,100,0.8860385070462542,0.0028714949715512644,,,,,,,
skin_dynamic,projected_initial,certified_initial,negative_prediction_fraction,100,0.0,0.0,,,,,,,
skin_dynamic,fallback,certified_initial,treatment_0,100,0.13829437810825476,0.005823851661840575,0.125,0.01329437810825478,0.005823851661840575,0.05945206522080157,0.004083097322960601,0.0035345480590184435,0.00048549713669506785
skin_dynamic,fallback,certified_initial,age10_0,100,-0.055035151694498304,0.0028703894065411776,-0.05,-0.0050351516944982955,0.002870389406541178,0.0290004681300114,0.002461431222718518,0.0008410271517598069,0.00014276531545732676
skin_dynamic,fallback,certified_initial,measured_z_0,100,0.25618837296648067,0.004624905610929207,0.25,0.0061883729664806465,0.004624905610929207,0.046431469921409015,0.0028929314017328202,0.00215588139906271,0.0002686461147285141
skin_dynamic,fallback,certified_initial,treatment_1,100,0.26027032139882433,0.009124251441530208,0.246,0.014270321398824328,0.009124251441530208,0.09189987238992274,0.005417760883384783,0.008445586545284083,0.0009957830676443533
skin_dynamic,fallback,certified_initial,age10_1,100,0.1477025061442154,0.004921678406362537,0.156,-0.008297493855784599,0.004921678406362537,0.0496680714294068,0.004262655054192444,0.002466917319516656,0.00042343571142110443
skin_dynamic,fallback,certified_initial,measured_z_1,100,-0.19768720018608604,0.008166173046871613,-0.2,0.0023127998139139848,0.008166173046871613,0.08128530546103045,0.005180973161490379,0.006607300883893027,0.0008422739720342923
skin_dynamic,fallback,certified_initial,sigma0,100,0.0013694651568321157,0.00024383049745559682,0.002,-0.0006305348431678843,0.00024383049745559682,0.002506681476754413,0.0003022049252187615,6.283452025903686e-06,1.5150629764596442e-06
skin_dynamic,fallback,certified_initial,sigma1,100,0.004312553371895917,0.0008203933520110216,0.003,0.001312553371895917,0.0008203933520110216,0.008267664501202227,0.001128533945129774,6.835427630443946e-05,1.8660680073102268e-05
skin_dynamic,fallback,certified_initial,nu0,100,0.4502217179841363,0.00757456696874925,0.95,-0.4997782820158637,0.007574566968749248,0.5054288907317931,0.007282200997369771,0.2554583635863708,0.007361269544373121
skin_dynamic,fallback,certified_initial,nu1,100,1.1412368953634273,0.02374624247441705,1.85,-0.7087631046365727,0.02374624247441705,0.7471075274870415,0.02101406733443205,0.5581696576278005,0.03139953577734746
skin_dynamic,fallback,certified_initial,theta,100,0.20024353289760682,0.008535225055298452,0.3,-0.09975646710239318,0.008535225055298452,0.1310095772700061,0.00721788285805458,0.0171635093364657,0.0018912235640363077
skin_dynamic,fallback,certified_initial,cumulative_relative_0,100,1.212394591589094,0.006555915726131807,1.0,0.212394591589094,0.006555915726131807,0.22218570072375074,0.00660921508339167,0.049366485606104134,0.002936946169074722
skin_dynamic,fallback,certified_initial,baseline_relative_ISE_0,100,0.05810849394250892,0.003014284545898743,,,,,,,
skin_dynamic,fallback,certified_initial,cumulative_relative_1,100,1.2420650365279622,0.008615349119108395,1.0,0.24206503652796205,0.008615349119108395,0.2567950188637849,0.008189060629381184,0.06594368171325164,0.004205819957597239
skin_dynamic,fallback,certified_initial,baseline_relative_ISE_1,100,0.07726920117451397,0.004354063924479835,,,,,,,
skin_dynamic,fallback,certified_initial,prediction_mse,100,0.9149703172647832,0.0039890498223901,,,,,,,
skin_dynamic,fallback,certified_initial,negative_prediction_fraction,100,0.0,0.0,,,,,,,
skin_dynamic,initial,coupled_accepted,treatment_0,100,0.13730145812311398,0.006094826378338165,0.125,0.01230145812311396,0.006094826378338164,0.06187786212840025,0.004261631177634113,0.00382886982158131,0.0005274012529034713
skin_dynamic,initial,coupled_accepted,age10_0,100,-0.05286897266118136,0.0030568905374851246,-0.05,-0.0028689726611813653,0.003056890537485124,0.030550685756444963,0.002559428406376894,0.0009333444001890491,0.0001563845859186784
skin_dynamic,initial,coupled_accepted,measured_z_0,100,0.2585172549298647,0.0049167992904143275,0.25,0.008517254929864729,0.0049167992904143275,0.04965742887524454,0.0030166878257061576,0.00246586024249997,0.00029960192228763925
skin_dynamic,initial,coupled_accepted,treatment_1,100,0.26088066313880054,0.009087743102913454,0.246,0.014880663138800564,0.009087743102913454,0.0916381718019353,0.005477424904706206,0.00839755453120101,0.0010038824088993328
skin_dynamic,initial,coupled_accepted,age10_1,100,0.14693918047120114,0.004959546372561115,0.156,-0.009060819528798884,0.004959546372561115,0.05017181850870358,0.004343110390354427,0.002517211372470291,0.0004358034925362541
skin_dynamic,initial,coupled_accepted,measured_z_1,100,-0.19821631123365754,0.008114781631495867,-0.2,0.0017836887663424338,0.008114781631495867,0.08076075753343694,0.005086779280678878,0.00652229995737459,0.0008216242962260352
